UserId,RecommendedItemIds
5837,28198 1782 5371 34397 17411
5848,28198 8031 5847 32797 19112
5854,37062 28680 6178 28198 20144
5855,30187 7948 27842 34283 33953
5857,30266 15434 12450 3944 14195
5858,29845 31119 34092 717 28207
5860,28207 20080 19476 30187 7337
5862,31632 19111 18729 24728 19112
5866,33212 8720 20934 22838 33267
5878,8720 8884 7337 18607 27323
5880,14415 9548 34883 3412 13489
5885,12450 15672 30668 36679 21028
5889,27595 30187 14371 9089 28207
5900,31632 28198 19111 11578 1819
5906,26246 25812 20144 11998 3412
5913,27595 30414 7337 31786 19476
5918,14653 15076 17240 13981 32187
5921,34177 10621 8589 5002 17352
5927,9548 14653 29579 13489 26459
5930,18512 28840 28207 19476 14073
5931,22965 30187 11578 9089 9548
5936,28207 18512 30187 27595 29283
5939,14653 27595 30072 31632 20144
5941,15076 32187 25860 9784 7581
5942,24297 33629 26809 20539 21293
5946,28207 30187 27595 11010 14171
5947,31756 35270 29283 7156 23119
5948,21615 32187 19883 14829 19476
5951,22965 27595 34664 30187 25812
5953,30548 28198 27180 9548 11906
5956,18512 30187 28207 8967 14371
5957,17034 28207 5531 35999 27110
5959,35988 13981 7562 8260 14653
5968,12698 14322 21354 8630 2391
5977,27595 20539 21293 26809 8966
5978,22979 7562 18921 36927 18211
5981,28207 17236 5728 14371 5054
5991,28207 18908 33874 5728 8589
5992,19845 30668 3944 10031 30266
5993,36705 18908 14410 5371 8999
6000,27110 30059 20731 17034 35458
6002,30668 26459 29591 27469 35999
6007,20144 10921 22965 17352 31641
6009,28198 24815 18512 28840 14653
6012,9548 30187 27595 18512 24297
6019,18729 18418 13069 23826 16027
6023,28198 9548 3076 8589 17034
6026,29511 7092 19999 20080 34885
6030,22965 7948 34664 15510 30187
6031,9548 11906 25812 30187 28206
6032,23777 1399 3904 4317 29330
6039,9548 29579 13672 19889 27142
6043,15076 23360 28198 30172 19112
6045,28198 7930 31119 20532 17411
6046,30187 9548 9089 22965 17352
6047,30266 9548 13485 28185 28207
6048,14653 28198 18512 24815 14046
6060,30187 9548 27595 18512 22965
6065,14653 27595 9089 11578 14371
6067,14653 28198 26459 11927 35407
6075,31632 33146 26475 8646 13489
6076,9548 29579 14415 30266 13489
6078,9548 12768 29466 28198 30477
6080,18512 14653 30694 26540 28840
6088,28198 28840 22965 855 18512
6094,28198 7318 28207 23261 8031
6099,26607 14073 10782 21615 25860
6100,32797 28198 5847 12635 35988
6102,17352 22965 20144 9089 16884
6105,22965 11578 9089 14371 3944
6106,14653 28198 9089 9548 35988
6107,28198 3412 1689 16492 35646
6111,33874 36917 5728 36583 30266
6119,34756 18607 30414 30266 3168
6120,9548 28198 34092 30266 2440
6126,27595 28207 7337 1103 9548
6129,5775 30172 27827 32648 18231
6133,14653 13981 27323 18512 19618
6140,14653 32797 12635 26305 27323
6143,28207 19999 30187 34283 23365
6146,35746 24297 13981 18512 7492
6148,28271 34664 14073 25992 19476
6155,28840 6178 32800 18512 24815
6156,26607 34009 36758 1559 30265
6165,6178 20532 28840 30694 7712
6167,34716 8142 14692 23826 19803
6173,28073 10517 36323 12900 35669
6183,29845 22965 28198 34283 27842
6186,34177 4113 33880 30166 28053
6187,12094 28185 31939 24969 15434
6188,10599 27595 35140 8001 12852
6191,30187 9548 28207 28840 18512
6193,8999 20144 20934 3960 33523
6194,4602 14673 30694 14653 26169
6196,15803 31632 18729 34716 30072
6197,22965 30187 28207 18512 31119
6199,28840 28207 18512 28198 855
6202,9667 27595 15803 35670 11528
6212,25955 26795 3675 31328 434
6224,13489 25823 21737 3412 9548
6228,8844 28198 6721 35999 12635
6229,27595 28207 21775 7337 8884
6230,30187 9548 27842 28207 34283
6233,27842 30187 34283 25812 23365
6234,19989 30274 27110 12900 2844
6241,31119 19999 19476 14371 3282
6247,17099 28198 3051 15076 3282
6249,14653 29283 26450 11010 12402
6253,6721 33912 27469 18729 29083
6256,28198 6178 22965 20731 24815
6257,27595 13981 18512 855 14653
6264,30266 18905 21079 29926 15434
6270,19112 14653 12635 20731 31984
6273,36583 17236 35999 28207 2440
6274,17590 35646 33874 15803 35044
6277,28198 9548 20731 18512 28840
6281,28198 7321 20747 25823 36173
6284,27595 13981 18512 855 14653
6286,855 18512 14653 1819 3428
6287,30414 27595 2003 20539 24149
6288,28198 18512 36035 7712 8844
6289,7064 28198 24815 20144 22965
6292,20731 26923 30059 7318 30172
6296,25812 33146 14415 26234 16619
6302,14692 31632 34716 35669 33146
6306,18512 25860 10782 13981 32187
6308,10850 17236 12086 17913 14094
6314,28198 9548 13489 11862 18512
6316,28207 20080 34283 19476 30187
6319,34283 22965 28840 17034 8142
6325,14653 13981 27323 24391 18512
6326,28198 14046 35646 6701 34521
6329,18512 22965 9548 21354 30187
6331,14653 13981 18512 27595 27323
6334,29348 5728 33874 8720 28207
6341,14653 7105 19935 23431 33138
6342,22965 28198 35988 33558 6178
6354,28198 27614 12328 20747 8589
6355,29579 19111 30266 17593 12450
6357,27595 9089 30187 8442 20144
6358,24685 36608 5779 11936 23841
6361,8720 111 23774 33874 15803
6364,22965 28198 25812 17034 34283
6365,22965 26956 35988 29578 11578
6367,14653 24391 13981 2585 15076
6370,13015 36705 14046 20144 8999
6372,28198 9548 14653 18512 30187
6374,30084 19999 32699 29511 4491
6377,26607 2459 12900 23619 17115
6378,14653 4113 32187 13981 32733
6384,30694 14653 855 27595 26540
6385,22965 30187 9089 31119 29845
6386,12794 8142 27110 11977 21719
6393,36449 27595 16141 26809 21293
6395,14653 28198 32797 12635 18512
6397,19476 18512 21511 18211 12092
6398,32733 17240 10551 4602 14653
6405,27595 24098 30414 7729 1001
6406,29579 24391 12922 24822 3751
6412,30187 9548 29283 31119 11070
6422,9089 11578 27469 871 29813
6423,28207 30187 18512 9548 21511
6427,14073 33874 28207 5728 23774
6429,28198 15076 15534 19112 434
6431,27595 29283 30187 235 16884
6437,26607 30694 14073 8260 28840
6441,35988 35806 34660 31177 4187
6446,22965 19845 9040 4495 4063
6455,31119 17236 28207 34092 30266
6457,27595 21775 27304 25709 19584
6461,24815 14046 20144 15803 28198
6462,22965 10850 17215 35763 19476
6477,20731 18512 30059 21354 9548
6484,9548 30187 18512 27595 22965
6493,14073 26607 19476 28207 32908
6495,14653 27595 13981 18512 4401
6496,18512 13981 14073 9784 32800
6497,30266 9548 31632 1819 110
6498,14653 29813 5779 3751 24391
6501,17236 10850 28207 5728 36772
6502,27595 30187 9548 12876 27842
6503,9548 37062 34883 30172 27317
6504,29981 20934 21088 21797 30153
6505,11906 21511 19112 3751 1378
6509,26459 4478 11578 30266 8967
6520,25812 29845 2404 5371 22391
6522,28198 45 8031 26607 26916
6524,28198 30187 9548 18512 22965
6527,29283 30409 28207 26246 3960
6536,15902 18855 34190 14440 13974
6538,21588 29928 2003 30274 18855
6546,29466 5371 27614 32154 25196
6548,28207 9548 30266 30187 34092
6553,20731 35646 28198 25830 18923
6555,17772 14712 28073 36799 86
6559,17099 34885 10517 32797 3282
6562,28198 37062 15534 9548 30172
6567,14653 7562 34903 33238 26212
6573,30187 22965 9548 7948 29283
6576,11862 13981 14171 30059 21354
6579,15672 20534 6721 9473 34389
6585,28207 18512 14073 28840 18921
6586,26923 20731 17540 17240 2877
6588,30266 13554 9020 26459 24961
6589,27676 35941 13489 19112 10123
6590,22965 34664 34283 7948 1153
6591,19476 28207 17034 21511 19889
6593,29466 1137 9089 36828 14653
6596,19112 19111 3207 23868 21346
6598,1001 33146 30274 21588 21088
6603,24822 12599 33827 3559 711
6605,12450 1715 31756 7156 8442
6607,31119 22965 14371 28198 7930
6608,27323 19476 29083 30414 3559
6615,17034 28198 28840 5054 22965
6618,22965 8589 30187 17671 26615
6628,30668 35988 14653 58 27469
6629,29283 9548 30187 28207 28034
6630,30266 9548 28207 31730 7492
6632,24276 27779 33036 26016 35784
6636,30187 9548 27595 18512 28207
6637,14371 28207 22965 30187 11578
6642,9548 30187 18512 27595 21354
6644,28207 20080 7318 27110 27842
6645,21088 33827 35646 2232 18423
6653,25812 14415 19112 3410 505
6654,9548 30187 37062 16884 29283
6657,30668 35988 22965 35999 20534
6666,14653 9009 17565 15909 21413
6671,28198 17034 22965 33558 13672
6674,7156 25709 19584 27304 8442
6676,9089 32849 14653 30414 27595
6678,30414 27595 24098 19476 6704
6684,28198 22965 11906 25812 20144
6687,22823 25812 1509 29054 2232
6688,252 30187 1399 37062 9548
6698,17099 19883 9953 28073 26016
6699,26540 30694 24149 24297 855
6700,18512 14653 11578 19112 14371
6701,30266 12709 5728 4237 3324
6703,17236 26459 30266 36583 28207
6707,19112 14653 1378 13489 3751
6708,28198 20747 33558 3412 8589
6710,15434 30266 14011 21088 26475
6716,22965 11578 17455 1153 24815
6717,13489 33146 8646 23360 13672
6728,17099 35988 30668 19476 10517
6732,30266 9548 21354 7492 35458
6735,1106 27842 32505 34664 35713
6738,8406 14653 32797 18512 27323
6739,18211 14653 22965 27323 10267
6742,7318 31002 13672 1190 3051
6751,18512 19618 35746 18921 7562
6763,28198 9548 30266 30187 34521
6777,28207 18512 19476 27595 30187
6784,18512 28207 7337 1819 18921
6795,22965 28840 15803 16269 6135
6797,28198 14046 36705 2877 15195
6798,31756 32187 28034 22594 17593
6799,18512 27595 9548 110 11578
6802,28198 31002 11578 21737 13672
6804,19845 12876 30266 36784 21819
6807,3904 711 34013 5775 8999
6808,36828 14195 9089 20144 29103
6817,35806 33146 30266 35669 30477
6818,26459 9548 30266 28207 18512
6819,36608 17671 27469 26459 20873
6826,17565 35941 8796 13954 5967
6827,28198 35646 9548 6090 27842
6828,18456 19979 20934 34035 33501
6832,9548 30187 28207 28198 30172
6833,28198 14046 11906 20144 35407
6834,25812 9548 30187 27842 30059
6836,8142 21542 12978 10119 26117
6844,166 21775 33392 7194 28271
6846,28198 25812 11906 20144 28207
6851,30694 26540 12635 20731 8796
6854,18512 30187 28207 9548 1819
6858,18512 21615 25860 15076 28198
6860,28198 28840 6178 18512 31298
6866,9548 711 23777 23500 24356
6867,31632 30266 3428 10134 14195
6869,19476 10782 3751 17911 14371
6870,13489 14415 9548 8646 27676
6874,18512 30187 27595 22965 28207
6879,5728 23774 8720 14073 6721
6882,10782 25860 15076 8880 11906
6887,14073 28271 28207 32908 7524
6889,1509 29466 26246 12402 31273
6890,15076 34326 32187 4113 30548
6893,22965 17540 17352 30187 6178
6897,17240 29283 32187 32733 25860
6907,27595 29283 30187 12450 9089
6910,31632 30266 23982 18418 29591
6914,22965 28198 20144 34283 28840
6922,18512 4478 28198 28207 30187
6932,22965 7948 34664 9784 30187
6937,27595 12876 30187 22920 33953
6939,30266 2329 26459 12094 29579
6941,3904 4113 32733 32187 23707
6950,9548 26459 21354 17671 3076
6951,3951 30266 18607 30414 1819
6952,27595 22965 28207 30187 15803
6958,20699 34326 1228 37062 27778
6961,30187 9548 27595 28207 33953
6963,15804 34883 15076 13981 13197
6966,30187 37062 7948 9548 22965
6969,28198 8031 23360 12635 31002
6972,20534 27355 26956 19999 1153
6982,28207 27595 7337 19476 18512
6985,27595 21028 19476 30414 33053
6986,28198 8844 18512 28207 18921
6987,13981 7948 30187 32187 23500
6988,28198 35714 19112 23360 14653
6992,30694 855 24815 24728 14653
6999,1106 25812 20080 27842 35713
7003,26607 8844 14073 19883 34326
7004,19476 7337 31786 7524 27323
7005,13981 32187 10921 15076 25860
7006,34283 27842 855 11528 21714
7008,35407 6721 28198 26607 11652
7010,20144 15803 22838 9213 24815
7012,26459 15672 33912 3207 32797
7014,9548 5967 12876 3904 1509
7015,855 18512 19112 14653 28198
7018,28198 28271 30548 9784 3282
7022,30266 35999 24487 7492 15151
7026,22965 15042 31708 13211 1228
7030,14653 31756 8884 23119 12852
7031,21775 22917 14591 35756 28589
7036,27469 36608 17671 3021 32510
7043,30059 21354 9548 30187 12165
7049,19112 9548 30187 28198 18512
7050,20080 19999 26607 35713 23729
7053,14073 17236 8844 26607 31119
7057,27323 20539 24149 7524 30414
7060,34716 33635 23363 33267 7390
7063,30266 8967 9548 30187 19111
7069,37062 20534 31119 6254 12639
7074,14653 29283 9089 16884 34157
7078,26607 19476 27841 2943 2459
7085,25812 17034 22965 27842 34283
7090,9548 30187 31119 34092 12094
7091,18512 28207 7337 8406 19476
7093,30266 26459 9548 34092 31730
7095,30991 19979 15803 29054 8999
7096,30668 30266 27469 9186 31002
7098,9548 28198 20532 34283 30187
7099,12094 31119 29283 1137 17236
7100,19476 1001 30137 24236 17447
7103,28271 14073 19476 28207 5728
7106,35999 35004 22965 29845 26043
7114,12402 7524 35646 35670 24149
7124,8999 3904 24356 23777 4187
7125,22965 28198 24815 18512 13489
7128,28198 9548 34092 37062 15076
7132,27595 19584 13981 27323 14653
7139,37062 9548 34883 23360 30172
7143,33010 19989 23826 3951 3559
7145,30266 9548 31730 1819 28207
7146,9548 30266 29579 27180 26459
7147,28198 27110 28207 20731 17034
7152,855 20144 14653 24815 28198
7153,9548 18512 24149 26540 855
7154,14653 28198 18512 19112 855
7157,28198 18512 12635 32797 11927
7160,20144 1378 30072 25823 36608
7161,22965 28840 34283 17034 30187
7163,27595 11528 33953 35670 30187
7166,28198 31308 1106 15076 30182
7170,6721 14073 18921 17236 28207
7171,30694 26607 36461 34215 21293
7172,34009 34756 15803 11977 22965
7173,19476 28207 17034 21511 19889
7174,15076 166 32187 30172 25860
7176,21775 30409 8720 19716 11998
7179,8406 7524 14073 27323 19618
7180,30266 9548 28207 27595 30187
7182,25812 27842 28198 18480 17034
7187,19476 18211 24630 1103 23774
7197,26459 28207 30266 9548 18512
7202,22965 34283 19845 27842 28840
7203,9548 30266 23777 30059 28394
7204,7524 36960 14653 13400 166
7230,5312 17671 27469 30266 36608
7236,14653 27323 17307 8884 31756
7242,8996 4181 28273 34215 21006
7246,14073 24815 28207 18512 34664
7253,22965 17034 28207 25992 3282
7258,14653 31632 30694 2871 26540
7259,8720 26859 7524 18607 23774
7260,14653 10782 18512 28200 14073
7261,28840 26540 20731 28198 6178
7263,18512 4478 32797 3282 8406
7267,25812 31002 17034 28198 33146
7274,18512 20731 13981 28840 26540
7282,7524 27323 14653 4602 32215
7285,21775 28271 1378 35713 35069
7286,7524 18855 26625 10603 26004
7293,27595 34215 9445 35670 26809
7297,20934 34215 3960 29644 8999
7298,33053 21028 14371 19476 9089
7302,9548 30266 30187 31730 26459
7308,23431 36583 25442 9473 30668
7311,30266 31730 9548 29466 1137
7318,24815 14653 27323 36853 3875
7321,14371 28207 855 1819 30187
7327,19920 12094 34885 17593 19476
7328,30187 9548 28198 29283 22965
7330,5728 11208 5054 22391 29845
7331,8720 33827 26859 33212 14554
7332,29283 32187 28034 25860 32733
7350,35999 35988 8589 3282 33558
7352,14653 20144 434 33238 11070
7356,7194 25804 35756 22917 12922
7358,32648 11936 27091 1162 16256
7359,27595 18512 22965 28207 18211
7360,9548 30187 27595 9089 18512
7361,17099 29511 11652 9186 35999
7362,22965 30187 7948 27842 25812
7363,9548 13489 15992 27827 21354
7366,9548 30187 18512 27595 33953
7370,15929 27226 14143 7696 17253
7377,9548 30187 25812 27842 28207
7381,14653 7562 18512 12635 27323
7384,30187 27595 29283 9548 18512
7385,21542 8142 34716 30414 27973
7389,10782 3282 3751 17911 7948
7391,29466 29283 30187 30694 12402
7392,9548 37062 23500 5967 4862
7393,34885 9548 30266 10517 37062
7396,15803 5728 33874 111 8720
7404,30668 35999 26459 35988 27469
7405,30187 34092 9548 28198 28840
7412,35999 21710 19476 10850 36583
7420,28207 22965 34664 28840 30187
7421,9548 21354 30187 18512 27595
7422,32187 3904 4181 235 19584
7426,5728 35407 17236 35999 8589
7433,14653 29283 31119 35307 4602
7435,2045 27396 27180 30548 34326
7439,27595 19112 9548 27842 18512
7444,13672 31002 9548 17034 8967
7445,2459 34885 19476 35746 7337
7450,19476 14653 7562 25442 12094
7452,32797 4478 3282 3751 18512
7454,30266 28207 18607 17034 35458
7455,21354 14653 9548 11862 16141
7461,23360 10517 33146 28073 20731
7472,24149 30694 2003 13015 26540
7475,14653 3751 24391 26459 29579
7479,28198 22965 28840 20532 6178
7480,22965 33953 235 10921 8260
7490,14653 31632 9009 19112 8155
7501,14653 28861 7567 34848 9089
7512,14653 12635 24815 32215 27323
7513,14653 18512 35988 2329 7520
7514,22965 25812 6135 28840 30187
7517,29283 30548 28198 11070 31119
7522,28198 19112 35941 23360 15534
7523,27595 19584 13981 29283 235
7525,28905 711 24841 5562 30059
7531,25812 20240 3653 31002 18034
7534,29103 13015 15764 15803 19845
7544,25812 27842 35646 24756 30610
7545,28198 14046 5371 20747 8589
7546,28198 8589 36035 30548 34092
7547,7524 2459 4602 26607 30694
7552,28198 28207 18512 28840 8031
7556,32187 24155 15804 15076 7581
7558,34303 22880 27595 8720 8884
7561,14653 29283 10782 8880 8884
7566,31756 14653 7156 10782 32187
7567,19883 12922 21775 33982 34885
7571,12402 12332 30266 7990 16914
7572,37062 12450 24163 4113 32187
7574,18512 32797 4478 19112 19111
7576,5622 27323 3559 35146 28008
7578,9548 30187 30137 33953 19476
7580,28271 166 14440 9953 36960
7581,28840 28207 18512 32800 22965
7584,28207 26459 33261 17236 9186
7585,36035 8844 11927 27317 2440
7586,6481 1399 18855 26625 19130
7587,14653 8884 10782 27595 8880
7588,36960 27323 5779 27154 6721
7592,22965 37062 6135 29845 34092
7593,15672 23619 25442 21028 20367
7595,11578 9089 22965 30187 20144
7604,26459 30266 19476 28207 17236
7606,31119 30182 19111 28198 22875
7618,37062 11617 15076 22965 20699
7625,22965 17911 10921 9089 9327
7630,12698 22965 34903 6178 21354
7639,9548 30266 37062 34092 27180
7643,30668 14653 35988 36927 31647
7644,14653 9548 9089 26459 11578
7648,30266 33010 5838 31569 3951
7654,18512 22965 21354 9548 30187
7655,9784 34092 18512 28207 36035
7659,1001 20080 11304 17477 35713
7661,19111 10031 27973 21346 32160
7665,3282 3751 28198 32797 6721
7667,35988 9089 9548 19476 4310
7672,29845 22391 5371 34491 717
7674,14653 1378 5779 28861 36960
7676,9213 10782 20144 11070 12086
7695,29466 31632 19111 15909 26760
7697,26459 30266 3207 1819 18729
7698,20144 24728 21714 855 8964
7700,28207 18512 30187 9548 33392
7711,28207 30187 17236 8589 18512
7712,19476 26459 21710 5531 23774
7715,26459 17236 27469 27614 30266
7718,24149 14653 9009 35806 26540
7721,14653 31119 14371 30951 22975
7722,28198 15803 25812 3076 33874
7730,14653 32797 31119 7712 11927
7740,30266 27614 21079 15434 3076
7742,20934 8999 27595 33678 3904
7745,166 15076 20731 34885 30172
7747,30266 2045 15314 19883 10517
7748,30668 25442 14653 9089 29083
7749,235 33953 22965 13981 7948
7756,15804 13981 27323 24391 19584
7757,5728 33874 33523 29054 8999
7759,28207 30187 9548 18512 17236
7760,26016 32187 10834 5779 3282
7764,3282 3751 10782 4478 32797
7767,31119 29283 3960 30409 17236
7773,27595 4223 35670 3904 9667
7776,9548 30187 18512 22965 21354
7781,28840 34283 6178 22965 27842
7782,24391 24822 27323 19584 1378
7790,19112 15665 28198 7098 505
7791,36960 6721 14653 12922 12635
7793,28207 3282 4478 19272 27180
7794,20144 11010 33874 26246 28198
7796,31632 29466 2587 12332 30266
7798,19476 27323 14073 10782 27827
7799,30414 1819 110 26540 24149
7801,24297 30694 22565 33629 26540
7802,20188 10517 3951 15151 30266
7804,18512 8406 13981 14653 19112
7807,18512 17352 30187 11070 7562
7808,27595 19584 13981 19004 27304
7809,29845 30266 5728 31441 34092
7810,21775 28034 9548 29283 18477
7815,166 28198 30274 23360 45
7816,31119 1153 26607 14371 22965
7817,18512 28207 30187 28840 21511
7818,30414 30668 2329 35988 15718
7822,28198 34521 13428 8031 7930
7830,23868 33635 15678 14371 1153
7834,14653 27595 9089 9327 27323
7836,30172 37062 15076 28198 9548
7837,9548 30266 27595 21354 16141
7839,36960 8031 33261 3740 33912
7850,14653 27323 13981 24391 8029
7853,28198 12900 35646 26540 33794
7854,28207 18512 33392 28840 28198
7857,9548 14653 13489 18512 21354
7861,18512 9548 30187 13981 14653
7863,9548 30187 28840 27842 855
7869,26459 9548 28207 30266 4478
7874,30266 35882 18418 34521 28198
7878,34009 24815 22914 14692 30363
7879,30266 5728 36583 28207 18607
7881,31002 23360 30274 13672 29511
7883,30187 22965 11906 18512 9548
7884,22965 6178 28840 34283 24815
7885,22965 18512 14371 11578 22979
7886,34885 21615 19476 8406 35746
7903,28198 19112 14653 18512 32797
7905,9548 27142 23777 26475 14415
7906,29466 29283 1137 31119 14653
7907,3412 20747 33558 9548 13489
7909,14653 28198 12635 19112 34883
7910,19476 28207 1103 31786 27595
7911,30187 9784 28207 18512 22965
7913,30266 28207 30187 29283 25812
7915,24815 14073 26607 8406 7524
7919,19920 3260 22179 20367 29579
7935,37062 3904 26923 30172 1106
7936,30266 22640 29330 9548 16628
7947,31756 10782 35270 28034 16256
7951,28198 30172 14046 11998 14653
7954,22965 1153 33953 30633 23363
7958,14653 15076 434 10921 24163
7965,9548 18512 4478 30187 8967
7974,18512 35988 28840 19425 3174
7976,19476 18512 27323 7562 14653
7979,21775 15909 166 35670 4223
7981,28073 10517 17099 29511 34885
7983,31632 12450 31569 9089 15718
7987,14653 1378 33635 9327 27595
7990,9548 13981 27595 30187 24297
7998,9548 30187 18512 13489 19112
8001,28198 9548 18512 30266 28207
8002,26459 30266 19476 28207 7337
8006,10517 17099 29511 28073 9953
8009,2871 23826 12794 15863 35999
8014,36960 30274 33968 13400 8406
8017,9548 19584 24822 5624 27595
8019,30266 138 2062 11914 36456
8020,9548 26459 21354 17671 3076
8021,10745 18418 35669 1689 715
8023,22965 6135 6178 28840 34283
8029,9548 30187 34283 28840 1819
8032,9548 18512 28198 21354 13489
8037,27595 31632 855 110 21354
8040,28207 27110 20080 7318 28271
8042,33146 34521 31632 25812 27842
8050,28271 8720 1378 27323 18211
8051,30187 31119 28207 18512 19272
8052,9548 30266 26459 31730 29579
8055,28210 30414 2912 10099 15672
8056,11578 14371 14653 20144 22965
8061,28198 20731 12635 31298 14046
8070,19476 30266 7337 21710 31786
8071,28198 14046 7930 45 1782
8074,35999 2871 29246 626 26657
8075,31632 34716 24149 19112 110
8076,20747 20144 33558 28198 3412
8082,9548 30187 27595 9089 18512
8083,18512 19476 19618 13981 21511
8085,18512 28207 22965 30187 34664
8086,1399 19130 20934 36154 34009
8087,30266 9548 31730 16141 9750
8088,14653 18512 24815 28200 22979
8090,23485 14094 5029 17667 17671
8094,28198 22965 13672 17034 34283
8097,35999 34405 37062 8589 22965
8104,28198 25812 11906 28206 24815
8109,30668 29083 35669 23826 417
8110,14653 30668 29083 27469 6721
8122,27779 1715 37062 12450 3260
8124,31119 12094 26607 34092 34885
8127,18512 27595 9548 14171 11862
8128,19883 34885 2045 36583 10517
8129,25812 22965 30187 28207 9548
8130,35988 34903 21354 4187 8637
8132,28198 20144 31632 19112 24728
8138,9548 30172 3904 30187 12768
8139,30266 34521 37062 5371 13428
8140,22965 17034 34283 13672 19889
8141,34756 21710 19845 252 6704
8144,8646 21413 22965 20534 9089
8149,22965 28840 34283 6135 6178
8150,711 9548 21511 30059 24841
8155,31119 12094 12450 17593 29283
8161,20144 149 5312 33523 36828
8164,28198 14046 8031 45 28207
8165,36608 25823 20747 7064 3021
8174,20731 28198 12635 30274 19989
8177,14653 27595 19111 29283 17593
8179,15672 6721 29083 14653 32797
8180,28207 30187 34664 27842 18512
8182,30694 12094 26607 7712 26540
8186,22965 25812 29845 34283 27355
8187,15076 17099 28073 26543 7419
8190,23777 30266 1001 24297 28394
8194,9548 18512 30187 28207 28198
8195,19476 31786 28207 24822 21354
8198,14653 22965 19112 28198 18512
8205,9548 21354 30187 18512 14171
8206,28207 30187 9548 18512 29283
8224,30187 22965 14371 28207 11578
8225,14371 1819 22979 18512 28207
8228,11906 3021 8589 1162 26459
8233,26169 35988 7567 31662 28053
8237,28207 26607 31119 18512 18477
8238,28207 21354 7337 18512 18607
8254,15076 31119 32797 3282 9784
8258,20144 14653 10921 23569 14371
8259,24815 19803 2003 15803 27323
8262,13981 32187 10921 15076 25860
8266,2003 35806 26540 29629 24149
8268,11927 26459 27388 14653 20747
8272,28198 18512 28207 34177 14073
8275,16256 20595 26903 31756 30409
8280,9548 30187 27595 9089 18512
8286,37062 27396 34326 30265 34092
8287,9548 30187 28207 23777 30059
8292,28198 28207 5054 11906 22965
8296,28198 28207 14046 18512 11906
8301,1399 19999 27607 4491 252
8304,19112 14653 28198 8406 18512
8305,26459 19476 12852 11392 17671
8311,711 17256 9548 5002 27778
8312,31756 17593 28034 12450 22594
8313,30187 9548 22965 18512 28207
8314,30266 9548 26459 31730 28207
8316,28207 18512 8406 4478 27110
8329,24822 30266 12852 21354 26459
8331,14653 28198 18512 24815 14046
8334,18512 19618 21511 8406 20731
8338,22965 35988 20532 6178 9089
8341,7110 15434 13485 5728 36583
8347,22965 24815 28840 15803 6178
8348,37062 7318 17540 22965 30265
8349,14415 19584 1378 24391 10921
8363,32797 14653 31119 19111 35307
8367,21542 34283 27842 27973 27110
8368,9548 30266 18477 18512 30187
8370,9548 19112 13489 13672 18512
8374,25812 27842 22965 28198 30187
8376,12900 30198 30694 35882 8084
8377,8999 33523 20144 35407 7696
8380,28207 28198 30187 11906 18512
8385,29283 20144 29466 28198 31119
8392,15434 9548 23777 28185 12526
8393,12094 30694 30668 25442 12639
8394,28198 20731 36035 27317 30172
8396,28271 36960 14073 6721 8844
8403,30414 10119 34756 2003 28210
8406,1819 30266 26540 2329 30414
8417,4478 13672 15678 31473 8967
8419,28198 14046 14653 35646 19072
8424,14653 32797 18512 19112 28198
8426,34177 13420 17597 13981 30718
8434,9548 18512 21354 35988 30187
8435,6194 35646 34883 30172 12768
8444,12635 28198 5847 7712 32797
8446,9548 28207 26459 18512 30187
8450,9548 30187 27595 855 18512
8455,18512 28840 855 28207 30187
8456,28198 14653 12635 14046 27614
8458,9548 3904 23777 30187 711
8461,34883 13489 9548 19112 20985
8463,28840 30187 28198 34283 18512
8469,28207 17236 14371 31119 26459
8471,28198 22965 17034 11578 34283
8475,24149 33827 30059 21354 26475
8476,22965 30187 9548 9089 7948
8481,5779 8844 34177 15076 28271
8485,10834 7581 34885 17099 29511
8487,7110 15434 10599 31520 20934
8488,28207 30187 9548 27180 17236
8496,12094 37062 252 2440 29578
8499,166 9953 21775 5562 21615
8506,18512 13981 9784 32800 28840
8512,29283 30187 27842 29466 1509
8513,12450 27355 14371 33501 35069
8516,30266 30414 31786 21354 15434
8517,22965 28207 30187 18512 28840
8519,9548 30137 19476 29579 31417
8523,36705 35407 10621 30548 5371
8528,17099 28073 10517 34885 15076
8530,31119 10782 7567 28622 8828
8534,27595 19584 22880 7156 34303
8538,8049 12852 12698 20803 3021
8541,28198 25812 17034 22965 28840
8543,8720 25812 33827 15803 23774
8545,3633 21775 16984 21346 3800
8548,30187 29283 28207 18512 9548
8549,22965 30187 18512 34664 28207
8552,35646 1258 28198 6132 35044
8557,22965 30187 9089 17352 20532
8559,21775 8884 33747 22917 14653
8562,14653 27595 30414 29083 27323
8564,22965 18512 30187 28207 19889
8569,28207 30266 28198 34092 17236
8573,31020 24815 10026 11998 14046
8578,22965 6178 30187 6135 34092
8580,12900 26540 1819 35882 33794
8582,22965 30187 9548 7948 19889
8586,17593 31756 12450 24163 7156
8589,7948 34664 9784 24155 27842
8591,14653 32797 9089 26305 3282
8594,26607 18512 28840 26540 12094
8595,35670 3499 26222 6481 26625
8600,30266 27469 21079 5371 36456
8601,29832 30172 7194 28589 13191
8611,28198 29283 27180 30409 31308
8613,7696 29103 1043 7832 33139
8614,9548 30187 27595 21354 28207
8618,30266 26459 30668 2329 5054
8619,2459 33010 10517 12794 30414
8620,11578 14371 22965 20144 25812
